Index,Recipient Name,State/Territory,Type,Interim Report Status,Interim Report,Recovery Plan Status,Recovery Plan
 ,"Abbeville County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltB/Vx.yCp11NV2yQ66nbFlwNVET5hDWyucebglPkk2bf4s,Not Applicable,
 ,"East Hartford, Connecticut",Connecticut,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltE/mt2vzCFGxvpSGM2iZ1prBoySW3I8FFzSe4TAw79Dkoc,Not Applicable,
 ,"Gratiot County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltF/5I0IOwxbFwfjLXD9LyqMfSJt3wERim8_QCKlvjdwIpU,Not Applicable,
 ,"Dyer County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltG/r4aIOpucDOclCSt6Vk8.11pnGdKpC.EWi1bGUMmlGbc,Not Applicable,
 ,"Mclean County, North Dakota",North Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltH/YhbIZBv4njlXM1P2WBw4r44JAd.OEtxJr_ZZF2Q_Eso,Not Applicable,
 ,"Lafayette County, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltI/iAMWAls3xyap_FGDfM2b4jCjzGzsG0a42XuF1ckUWZU,Not Applicable,
 ,"Nottoway County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltJ/1rZO2iaJuDuObpvUDC9qGd25Jd86cZR.I9xlWct5S6U,Not Applicable,
 ,"Outagamie County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltK/gokw3kTn5wuQ8GUMvXJWGumZVxW_ZXhkXgeJOefmrZ0,Not Applicable,
 ,"Charlotte County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltL/4vJWSOsEmPv2XPoEHJY6g6JDvVwvjBYMr9fPZGGmpck,Not Applicable,
 ,"Livermore, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltM/N7cSDPiXqCtHiL1sbBR5dWmm8bqXu3cIsOk3Y7Zv1iY,Not Applicable,
 ,"Leon County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltN/I4LFD3lYTC67YUvXeg82g7H8uKAtjUri22VFZH35KAw,Not Applicable,
 ,"Palm Desert, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxf/CJtor_Ah8v6eO3y62kn.A8PDoKO54i7H8bZRYA9WD7I,Not Applicable,
 ,"Pearl River County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxg/wC1cohPeTp41mN7YXIkDXHuq_kCp8t5Jn5vFljIc6KM,Not Applicable,
 ,"Shawano County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxh/2CA6TcHoV_8G4XkZsOpLwNGMAB6.w68Kjb3YT10h25Y,Not Applicable,
 ,"Marshall County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxi/WN4meE844bJxSZ53mOZXYRIHDEigIIuPPGJJqcakZ98,Not Applicable,
 ,"Banner County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxj/EewF4q7PtoTNnYZG3qyR_Fj3VDY_kDkAkRl5FNf0EOg,Not Applicable,
 ,"Jefferson County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxk/wp3ZOoI_YeRBM6PXeOJz8MQeI1guzw_uUxld4_j4DcY,Not Applicable,
 ,"Craighead County, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxl/wUd_hpMLpvcs2Kd1UWmueR6qY7AAhpk0r45jRqXhsak,Not Applicable,
 ,"Allentown, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxm/9Hnu3yWqL0nX2YWWnc6SMmYfFZTYXn0r0N59IgFp07k,Not Applicable,
 ,"Roseau County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxn/yS3sMowbuwDpngpentQPiVlur2Bs2eapsYyXeloSj1g,Not Applicable,
 ,"Greene County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxo/U70UAqHq.BPzZKfDWSRyNRIXlLDP_qesij1VzXKMmGo,Not Applicable,
 ,"Johnstown, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxp/PG1v9teFxRIICvr1T0kveLAqII74g_HBtVGpImmJVac,Not Applicable,
 ,"Stearns County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxq/at0Difu3hwEQ2YTiq.I6G1Q2sOzulcLYRYEhexImr6g,Not Applicable,
 ,"Clay County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxr/afApveGwav8KBBiL887EWUfwSybVUrnILDEC9fFhmqs,Not Applicable,
 ,"Lincoln County, Maine",Maine,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxu/a4f.zGN3YhQBVw_6IJRVwSRgsWNlI495WhlHfw57aak,Not Applicable,
 ,"Bangor, Maine",Maine,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxv/ReMrAZnIRsZE1TYvl.lHZ2_b.JTYmPG1YWbUVummtTg,Not Applicable,
 ,"Lucas County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxw/_ds5RPiylnL3E3nNI5U80h63Z6sQWFxAUy2UPsmiCXY,Submitted,https://home.treasury.gov/system/files/136/Lucas-County_2021-Recovery-Plan_SLT-1931.pdf
 ,"Graham County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxx/rDi3TnS.F527IHZhFu4HeV8Zv5HOWWSRcf3n.PFSgnE,Not Applicable,
 ,"Sevier County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxy/hPacE_nfxHMeAtyx45DU9.6Rn3UYk39khJdaHT7EbkE,Not Applicable,
 ,"Pierce County, North Dakota",North Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxz/OGx1BXRivY11w0dH9fdyvSSVXBZLrjlVJ0v5rnycHQ0,Not Applicable,
 ,"Pulaski County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ely0/.lD4I.q3XyV3kWFjEhn4I4YVay88W2hj7.5CU6xf_Lw,Not Applicable,
 ,"Springfield, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ely1/XABgz9LZhHjTGB9JWLoLdTWjws3_fB7ONAuSE5rZihw,Not Applicable,
 ,"Jerauld County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ely2/UUhZwhxdkhuwq7kwIHIBr9ux1hMI8ixW46Ab.4kadKE,Not Applicable,
 ,"Republic County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ely3/Ue3ApXeh6ebrqx1Uc5dCjIV6j9408Y7GKdKNX7BUM.A,Not Applicable,
 ,"Tioga County, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eymg/xO1R5C7g5bTW3T5_8xjxzwNG2LZMbGaRWsvDsmcAwCk,Not Applicable,
 ,"Owen County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3O/Kil0v7fb1hB2H5zpZsgmkDbN_4UoGPScgqIENdNphBE,Not Applicable,
 ,"Hardeman County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3P/f8_HlnEeEl5YMNbsHkW8q8j.Y1Yobcqhjf_jyXxr0BA,Not Applicable,
 ,"Beadle County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3Q/W78O3mxoBWoYkO1Whf1rCDrQJf.uZcH6DY.rQ91J_1E,Not Applicable,
 ,"Florence County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3R/En_E9998lroq9ipGZZnjYfTN8pnpvWSNNrTfxqsjmRE,Not Applicable,
 ,"Jerome County, Idaho",Idaho,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3S/LCJJrpR.TS70oTug4iWXxs_mV0k9cs_Y5jQRQBfZBcU,Not Applicable,
 ,"Huntington County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3T/xX_MRvtJcwVCsFD9STcA52bbWriknCebvdW.pmT9vvY,Not Applicable,
 ,"Cumberland County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3U/ZA0JJG915YFSydqLkOdKWTiLWK7_NVvO9diC_vWkfDA,Not Applicable,
 ,"Lawrence County, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3V/TDmez64LexqmFs_vUf_S.KTgm8UNexMtJyIyBuNwhHY,Not Applicable,
 ,"Barron County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3W/r2aBt6k15JUfAu7vRc7nDdBLzilBeNSOKiothS5.tsQ,Not Applicable,
 ,"Osage County, Oklahoma",Oklahoma,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3X/ZAhdZ7E0.Gb9p_ckB.S5ix.2U0qWFvIGw7pO4WzCAq4,Not Applicable,
 ,"Greene County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3Y/inA.LY4uqFQ9quyf3JiW6RyB6.nPo2AB172eJ54EUQE,Not Applicable,
 ,"Charleston, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3Z/yFNeFaWSgp4OjqAR5wBqCpViSCDLiErIeBBhUFx3bbw,Not Applicable,
 ,"Petersburg Borough, Alaska",Alaska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3a/bmEG_zkaGFQtZA6Kj8ed0Fpq5JixMpfVppi_bIrSP8U,Not Applicable,
 ,"Calhoun County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3d/tglf.2pEK4SJJ5FU837Jya1poIngH.aBXq7x9saQBe8,Not Applicable,
 ,"Elkhart, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3e/tAGtpOB15OjNfRvDT4qo4EjrQLC7ItgtVwsk2BYqBLg,Not Applicable,
 ,"Livingston County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3f/GCPOyhMMEkLnyVxgOvwNBFkZNmUmdox8WRc0n_ZBaX0,Not Applicable,
 ,"Turner County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3g/pUNgQuQgUOqExgs_BcIJekZ55Apb.cYBdfGiHBLuYsk,Not Applicable,
 ,"Liberty County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3h/d5I6wx7Dqd3.MMY.zZQdGdUzaAoRO5.NWoNUjUNltuw,Not Applicable,
 ,"Grand Prairie, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3i/pFNtlcFmOcDygUsEFg0u5rvllQJipzE4LN975xu32D0,Not Applicable,
 ,"Chico, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3j/Z.IbqRGuMpUsA3oIOjKZEz9DaejCQNl3abABUfpu1L4,Not Applicable,
 ,"Clark County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3k/k0VHFmwT7uRMo_8.A5Qo4DlKsYKOpYaC9McOm0XJ_1Y,Not Applicable,
 ,"Cook County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em3l/njNvcj.ggo87jNnNc1GlG6bhwMI8RgkuKbuRfrPnP6Q,Not Applicable,
 ,"Dewey County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em93/0kdQcMOHpHC_7Q2hcIa92D7n7qx0LODMV2MNICbXcn8,Not Applicable,
 ,"Homestead City, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em94/QIsqgMe8WKDCC.l_WfZSBVRv4xRrxxdQot_a4_.2Prg,Not Applicable,
 ,"Butler County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eymw/s4brb4FEwnG7SoVD0RmoiKous1UytJazP8Q_w6In4nA,Not Applicable,
 ,"St. Croix County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em98/H3IeZYXzARM37K5xmjSKIpkwioT5cNepa9UoPiu.5EQ,Not Applicable,
 ,"Maui County, Hawaii",Hawaii,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em99/SAHtB6Til35eu16_mFBhUYBvSbGuEPhcnDm4a4RdaGY,Not Applicable,
 ,"Lawrence County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em9A/CdTEwWfvs3D.fbnplhvosi95tTwQ0WSySn90JxuLehk,Not Applicable,
 ,"Polk County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em9B/0LlbSj3E6GPwNl2J26I2w0weUdS4u3R.16goVHM9Ehw,Not Applicable,
 ,"Bottineau County, North Dakota",North Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em9C/3gTNVtIDKiFKvLEOJPrkhXkldHhpsuuGq0EF5SFsPso,Not Applicable,
 ,"Ogle County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em9D/EPxHAdtOqtlUmWsreaaXmGxEhhRlk9b1FoHHgrI7Bpw,Not Applicable,
 ,"Armstrong County, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em9E/7SoQHu8QSjpJhd6Gvm8.HeSZ334yXjAvteQ1LT4b9fY,Not Applicable,
 ,"Montgomery County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em9F/5MgNQrZqTUznMh7qo.M5DeQUOxZD1Z2e2lG3zhw.Ifg,Not Applicable,
 ,"Elmira, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em9G/HIGMR36V0LoZ2LzebFwblAeLCrs.zmdvwo4CFHEI0bE,Not Applicable,
 ,"Dunkirk, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eoSG/nJCs1CvRkNCwCT8xCCREk.nkB2JcsrVqD6SXxRYUZ8k,Not Applicable,
 ,"North Richland Hills, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFB/ba.7R6onR168BSQayykzVnNnKKRDfHAOERpKOopzxcI,Not Applicable,
 ,"Wellington, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFC/T6g9M9ydoxPEhuysE1gdg0J_e8fU81bs2pXozvYRLhM,Not Applicable,
 ,"Loup County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFD/TnoHmWbpyXIjVd7dMgLu2tTYeoPDImEDDL_LcP0TeEk,Not Applicable,
 ,"Carroll County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFE/42_5OaTKxG_3f_GApDZ3oEGldGlFdgP.1GLiFlajd6w,Not Applicable,
 ,"Topeka, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFF/q8Wlxv3aZkpzMgO0KC_0cY7DqO8wIVmzseYLUSe7ZFc,Not Applicable,
 ,"Marquette County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFG/IZ5rJywgpai8ovPS2s6hmfFLeM7UGV5tg72Y6lPIx6A,Not Applicable,
 ,"Campbell County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFH/eCWMCnGSxMbvVnyUaO3Ge1EPpFErF2EJzuhk6.IBz8M,Not Applicable,
 ,"Modoc County, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFI/SEcGaUG_fNsnBqKSi_eWQbV3tE.qKwqTPrNTIMueY_w,Not Applicable,
 ,"Trigg County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFJ/pgKdc.okgaaiWHmHRHxXINKNJ5IjW2qLoP0fKJH4Hro,Not Applicable,
 ,"Penobscot County, Maine",Maine,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFK/6oCvh51LfksV4CXh.XbGE.Z8e8kA62P8q69VgzQOFzA,Not Applicable,
 ,"Chaffee County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFL/Q0vDqEgqGt3pltQtPPAnpaVQRjNUQBTD8V7vC10VMRA,Not Applicable,
 ,"Calumet County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFM/M8kKe2oj.tUze7G.PF4_iEfLO1ydSnNwbVBqj_xeGrk,Not Applicable,
 ,"Jackson County, Oklahoma",Oklahoma,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFU/5QCCnoJYRHiYJ7AOi9U0E3K8o4qXuIYoLeWZpdLvtbE,Not Applicable,
 ,"Rooks County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFV/Wx3IneDVAtGwcjrTRec1sFC0aNli6XcAwrbfwObTxQo,Not Applicable,
 ,"Holmes County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFW/_QDiq8HlcLjt3Fq4uB6CGkshHfOcolp9HNcDPXeoVmU,Not Applicable,
 ,"County Of Tulare, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFX/QbKgL54_zp.eSw71eH0_EjuvEkhVlu5CU4MefZOaGuY,Submitted,https://home.treasury.gov/system/files/136/Tulare-County_2021-Recovery-Plan_SLT-2057.pdf
 ,"Charlton County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFY/s4zLWyFnJxxfLCK6KkTDYYT3yfrBcu93mA5IWfOf654,Not Applicable,
 ,"Lexington County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFZ/ktt6f.kez8HZVcR9n5Uk8uXWRdVDsKVizi.WO7r9ncs,Submitted,https://home.treasury.gov/system/files/136/Lexington-County_2021-Recovery-Plan_SLT-2039.pdf
 ,"Mercer County, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFa/dp6VqRjWeP8Oanns6tURzTPkIg.K13RAlyHkoUMP3Uw,Not Applicable,
 ,"Morgan County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFb/_YAdy85Mq1H1e7k3oUYnuE2gUKnLgm_ddPz4fsGJogI,Not Applicable,
 ,"Woodward County, Oklahoma",Oklahoma,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPL/Qoq_.wkUO8IE5FyBDKfbVvwQDqudwdE0fwteWmME0XI,Not Applicable,
 ,"Dallas County, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPM/EgJ.YnCW4WgWhP4BnKs7mRUn.RGqB0ty0HTPlMn2Dko,Not Applicable,
 ,"Guadalupe County, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPN/U686QbqCkZWHrTrU7.q_UyztPyztGwAVJcZ8sOte4D0,Not Applicable,
 ,"Apache County, Arizona",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPO/SnxmZD040rydM9wEOnz5gqNppBBz0KF.QK5opMII8no,Not Applicable,
 ,"Pascagoula, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPP/8jauaqYEAg3Uv4nbjTTmrfrqMCA523yM7h2FReFgeNs,Not Applicable,
 ,"Des Moines County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emV5/WpKEGMZGUd.T4b7rip8IDHIpsk3TH0UpCwZ5BZg.m1g,Not Applicable,
 ,"Milpitas City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emV6/_p7z7qocUmuAQGsPBPqS31IDlfIMYIEC30MxLGNi8eg,Not Applicable,
 ,"Fullerton, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emV7/N2ISb694olh_VG1qY2Zcpq8LX9YzCffwbpAGHBNbwlg,Not Applicable,
 ,"Montgomery County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emV8/1wfCP9DjMPP_e5waTCbgIuj3Qt6WPnlMhY8z053jh5Q,Not Applicable,
 ,"Dearborn, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emV9/cK2G5XiXwFfYko1UA8RGJ94v6uOp9iDBcF7gEr4ixKU,Not Applicable,
 ,"Dothan, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emVA/fzg1KQASPmX6KPq_KD3utbdRNQBoTlVEutigdio9wpc,Not Applicable,
 ,"Mckinley County, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emVB/IEsSFF0xFAnXWVzugutl0_SvAjxbIYZFvSxGN5DFpjs,Not Applicable,
 ,"Warren County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emVC/4sBdIOXhuqyRD57YvHyjq7TDtGAyNZeSE5cruPHoZvU,Not Applicable,
 ,"Frontier County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emVD/Td4G7X.UHJhHCFV8bNxNwcug.9GPmSwcMzRrVH5eZXM,Not Applicable,
 ,"El Cajon, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emVE/qW6k8LlMID._gLlxlnjBalCq6TRzPt9HYOGBrCwRe3Y,Not Applicable,
 ,"San Juan Municipio, Puerto Rico",Puerto Rico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emVF/RR6h_pVoDA6NnnNdHEkpvLIaTnlsdvx7MlplH9FSqRY,Not Available,
 ,"Pope County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emVI/2xKFc5s_ndjyt52Id2wr.t4rcOQX.fJU2WN.2C59jyA,Not Applicable,
 ,"Hot Springs, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emVJ/TxKmjMajIqLRyD4eFfRE1wOq7OGbaUpkh5qoADY5tR0,Not Applicable,
 ,"Kenosha County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhk/Jdbvt2pCTQ2O8UcihDc44cK08yYtgvHNu9bMcMgcyV0,Not Applicable,
 ,"Weymouth Town, Massachusetts",Massachusetts,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhl/5sjRkfpPiD97i2Y1kv_Vx2r8jxNk_i3WAt6_PB2jVlE,Not Applicable,
 ,"Socorro County, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhm/Ecx2Eji3AVWCt1FByHtRo9.VPQgUjf6KpvbRA.HPehw,Not Applicable,
 ,"Northwest Arctic Borough, Alaska",Alaska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhn/YNNpsNU4uVNxuLbtSBbuD8iSOX0fKqhDsReUVaX4cxs,Not Applicable,
